source,target,length,type,speed,bidirectional
1720,1721,27.29,residential,30,1
1721,1722,32.67,residential,30,1
1722,1723,27.84,residential,30,1
1723,1724,55.52,residential,30,1
1724,1688,38.9,residential,30,1
1688,1725,21.75,residential,30,1
1725,1726,11.82,residential,30,1
1726,1727,12.91,residential,30,1
1727,1728,11.6,residential,30,1
1728,3047,38.1,residential,30,1
3047,1729,14.04,residential,30,1
1729,3048,13.93,residential,30,1
3048,3049,46.44,residential,30,1
3049,4350,72.95,residential,30,1
4350,3050,6.32,residential,30,1
3050,3051,102.36,residential,30,1
3051,1730,45.4,residential,30,1
1732,1733,60.69,residential,30,1
1734,1737,98.49,residential,30,1
1737,1736,139.19,residential,30,1
1739,1738,178.69,residential,30,1
4108,2666,79.56,residential,30,1
2666,2317,83.14,residential,30,1
2317,1741,19.71,residential,30,1
1741,1742,16.72,residential,30,1
1742,1743,35.56,residential,30,1
1743,1744,32.13,residential,30,1
1744,1745,14.93,residential,30,1
1745,1746,24.67,residential,30,1
1746,1747,57.77,residential,30,1
1747,1748,42.34,residential,30,1
1749,1751,22.9,residential,30,1
1751,1752,21.46,residential,30,1
1752,1753,44.82,residential,30,1
1753,1754,63.21,residential,30,1
1754,1755,17.53,residential,30,1
1755,1756,14.31,residential,30,1
1756,1757,21.18,residential,30,1
1757,2348,18.89,residential,30,1
2348,3569,29.04,residential,30,1
3569,1758,15.91,residential,30,1
1759,1762,33.51,residential,30,1
1762,1761,101.53,residential,30,1
1761,283,42.59,residential,30,1
283,1763,94.49,residential,30,1
1763,1768,16.79,residential,30,1
1764,270,116.61,residential,30,1
270,282,34.5,residential,30,1
282,264,33.94,residential,30,1
264,1765,107.22,residential,30,1
4205,1766,17.86,residential,30,1
1766,263,100.26,residential,30,1
263,1767,154.33,residential,30,1
1769,1774,108.49,residential,30,1
1774,1771,57.36,residential,30,1
1771,194,28.33,residential,30,1
194,1772,39.33,residential,30,1
1772,1773,147.15,residential,30,1
2436,3119,48.35,residential,30,1
3119,3064,36.48,residential,30,1
3064,3102,32.25,residential,30,1
3102,2981,5.04,residential,30,1
2981,2982,34.41,residential,30,1
2982,2983,27.45,residential,30,1
2983,134,9.85,residential,30,1
134,192,34.42,residential,30,1
192,1776,17.89,residential,30,1
1776,698,56.33,residential,30,1
698,77,224.97,residential,30,1
2439,2980,160.95,residential,30,1
2980,1777,50.89,residential,30,1
1777,1778,12.38,residential,30,1
85,3095,12.48,residential,30,1
3095,1779,14.28,residential,30,1
1779,1781,20.36,residential,30,1
1781,1787,28.56,residential,30,1
1787,2227,32.77,residential,30,1
2227,2235,13.35,residential,30,1
1783,1784,18.61,residential,30,1
1784,1775,149.82,residential,30,1
1775,1785,35.06,residential,30,1
1785,1786,85.58,residential,30,1
1788,1789,40.4,residential,30,1
1789,1790,16.25,residential,30,1
1790,1791,17.33,residential,30,1
1791,1792,117.38,residential,30,1
2159,2463,26.29,residential,30,1
2463,1046,27.26,residential,30,1
1046,1794,14.89,residential,30,1
1794,1793,57.79,residential,30,1
1793,1795,14.77,residential,30,1
1795,3107,9.67,residential,30,1
3107,3108,12.03,residential,30,1
3108,3109,9.85,residential,30,1
3109,3110,7.24,residential,30,1
3110,1796,9.2,residential,30,1
1796,1797,14.24,residential,30,1
1797,1798,24.62,residential,30,1
1798,3111,15.22,residential,30,1
3111,3114,20.72,residential,30,1
3114,3066,17.44,residential,30,1
3066,1799,13.18,residential,30,1
1800,1975,196.47,residential,30,1
1975,1971,2.83,residential,30,1
1801,1802,23.07,residential,30,1
1802,1803,39.8,residential,30,1
1803,1804,43.11,residential,30,1
1804,1969,81.97,residential,30,1
1969,1970,11.06,residential,30,1
1804,1805,92.88,residential,30,1
1806,1802,126.85,residential,30,1
1807,1803,111.37,residential,30,1
1808,3624,19.28,residential,30,1
3624,1809,33.32,residential,30,1
1809,1965,170.58,residential,30,1
2460,1810,184.27,residential,30,1
1811,2459,205.61,residential,30,1
1812,243,27.55,residential,30,1
243,1813,79.68,residential,30,1
1813,1977,91.75,residential,30,1
1977,83,3.88,residential,30,1
2457,245,194.04,residential,30,1
245,1814,28.3,residential,30,1
2658,2642,19.16,residential,30,1
2642,2620,39.76,residential,30,1
2620,2657,22.45,residential,30,1
2657,1815,14.55,residential,30,1
1815,2647,88.41,residential,30,1
2647,256,22.91,residential,30,1
256,1816,24.32,residential,30,1
1819,1818,54.3,secondary,30,0
1818,837,4.76,secondary,30,0
837,838,4.4,secondary,30,0
838,1817,3.41,secondary,30,0
1817,4177,162.77,secondary,30,0
4177,4532,5.04,secondary,30,0
4532,4533,2.9,secondary,30,0
4533,1963,8.38,secondary,30,0
1820,1821,48.86,residential,30,1
1821,1817,51.65,residential,30,1
1822,1823,19.05,residential,30,1
1823,3623,21.2,residential,30,1
3623,1824,27.13,residential,30,1
1824,1825,37.28,residential,30,1
1825,1821,26.95,residential,30,1
1829,1830,19.7,residential,30,1
1830,1831,60.11,residential,30,1
1831,1828,59.15,residential,30,1
1828,4192,27.31,residential,30,1
4192,1832,26.48,residential,30,1
1829,3872,7.19,secondary,30,1
3872,3318,6.3,secondary,30,1
3318,1833,30.44,secondary,30,1
1835,1836,43.86,residential,30,1
1836,1837,47.94,residential,30,1
1837,3622,13.45,residential,30,1
3622,1962,62.38,residential,30,1
1836,1838,103.64,residential,30,1
1837,1839,104.81,residential,30,1
1840,1841,84.14,residential,30,1
1842,1843,95.88,residential,30,1
1844,1845,53.57,residential,30,1
1845,1846,63.85,residential,30,1
1846,2714,50.9,residential,30,1
2714,1847,52.82,residential,30,1
1848,2720,20.95,residential,30,1
2720,1849,80.01,residential,30,1
1849,1850,39.41,residential,30,1
1850,1844,13.55,residential,30,1
1844,1851,24.8,residential,30,1
1851,1852,33.79,residential,30,1
1852,2721,13.55,residential,30,1
2721,1853,20.96,residential,30,1
1857,1858,56.99,residential,30,1
1858,1859,1.82,residential,30,1
1859,3022,1.84,residential,30,1
3022,4113,1.83,residential,30,1
4113,1860,1.83,residential,30,1
1860,4084,14.32,residential,30,1
4084,1861,42.22,residential,30,1
1861,1862,4.4,residential,30,1
1862,1863,4.39,residential,30,1
1863,1864,4.41,residential,30,1
1864,3796,4.4,residential,30,1
3796,1865,4.4,residential,30,1
1865,4094,84.13,residential,30,1
4094,995,5.52,residential,30,1
1866,1867,105.15,residential,30,1
1868,2818,68.19,residential,30,1
2818,1869,35.75,residential,30,1
1870,1871,105.53,residential,30,1
3775,499,10.83,secondary,100,1
499,1845,23.0,secondary,100,1
1845,500,11.67,secondary,100,1
500,2713,39.59,secondary,100,1
2713,498,6.84,secondary,100,1
498,1873,44.55,secondary,100,1
1643,4253,10.47,secondary,40,0
4253,3780,47.7,secondary,40,0
3780,3463,49.09,secondary,40,0
3463,1644,20.58,secondary,40,0
1644,1874,2.3,secondary,30,0
1874,1875,2.29,secondary,30,0
1875,1876,2.3,secondary,30,0
1876,1877,2.29,secondary,30,0
1877,1641,2.3,secondary,30,0
1641,1878,2.44,secondary,30,0
1878,3852,2.43,secondary,30,0
3852,1879,2.44,secondary,30,0
1879,1640,2.43,secondary,30,0
1640,3854,2.28,secondary,30,0
3854,1880,2.27,secondary,30,0
1880,1881,2.52,secondary,30,0
1881,1882,2.52,secondary,30,0
1882,1883,2.52,secondary,30,0
1883,1884,2.52,secondary,30,0
1884,1885,2.52,secondary,30,0
1885,1886,2.52,secondary,30,0
1886,1887,2.53,secondary,30,0
1887,3853,2.82,secondary,30,0
3853,1644,2.84,secondary,30,0
1887,3462,21.9,secondary,40,0
3462,4186,23.71,secondary,40,0
4186,4443,36.47,secondary,40,0
4443,4254,36.78,secondary,40,0
4254,1888,10.22,secondary,40,0
2780,1870,96.53,secondary,30,1
1870,4210,57.48,secondary,30,1
4210,900,24.59,secondary,30,1
900,1868,11.06,secondary,30,1
1868,250,26.98,secondary,30,1
250,1892,62.06,secondary,30,1
1892,1889,77.24,secondary,30,1
1889,3788,59.46,secondary,30,1
3788,3784,10.51,secondary,30,1
3784,1867,1.48,secondary,30,1
1867,1890,92.62,secondary,30,1
1891,1889,106.28,residential,30,1
1893,2816,72.63,secondary,40,0
2816,1880,306.53,secondary,40,0
1894,1895,54.42,residential,30,1
1895,1999,54.9,residential,30,1
1999,1896,17.86,residential,30,1
1896,1897,69.31,residential,30,1
1909,1910,82.34,residential,30,1
1910,1911,72.96,residential,30,1
1912,1913,47.31,residential,30,1
1913,1914,106.21,residential,30,1
1914,1915,46.3,residential,30,1
2053,2010,86.76,residential,30,1
2010,1899,62.18,residential,30,1
1899,1904,45.16,residential,30,1
1904,1901,12.68,residential,30,1
1901,2030,28.72,residential,30,1
2030,2079,26.82,residential,30,1
2079,1916,87.06,residential,30,1
1916,2016,27.13,residential,30,1
2016,2072,51.62,residential,30,1
654,2053,108.88,residential,30,1
2053,1900,59.47,residential,30,1
1900,1902,53.17,residential,30,1
1902,1903,73.05,residential,30,1
1903,1917,66.46,residential,30,1
677,1918,148.53,residential,30,1
1918,1919,37.82,residential,30,1
1920,1921,53.62,residential,30,1
1921,680,34.26,residential,30,1
680,1922,67.62,residential,30,1
1926,1927,115.07,residential,30,1
1927,1928,41.93,residential,30,1
1928,1929,98.58,residential,30,1
1929,1930,45.36,residential,30,1
1932,1933,54.38,residential,30,1
1933,1934,44.0,residential,30,1
1934,1935,50.46,residential,30,1
34,1948,86.28,residential,30,1
1948,1938,48.12,residential,30,1
1938,1947,41.78,residential,30,1
1953,1954,35.57,residential,30,1
1954,1955,34.03,residential,30,1
1955,38,70.38,residential,30,1
1958,1959,126.6,residential,30,1
1961,295,21.18,residential,30,1
295,3896,72.24,residential,30,1
3896,1960,186.86,residential,30,1
2458,4187,29.95,primary_link,40,0
4187,1354,5.79,primary_link,40,0
1354,1355,13.23,primary_link,40,0
1355,1356,14.43,primary_link,40,0
1356,1357,19.6,primary_link,40,0
1357,1358,19.25,primary_link,40,0
956,3712,11.01,tertiary,40,1
3712,893,7.4,tertiary,40,1
893,894,112.61,tertiary,40,1
894,895,270.62,tertiary,40,1
895,2924,40.22,tertiary,40,1
2924,896,98.49,tertiary,40,1
896,897,200.82,tertiary,40,1
897,898,103.35,tertiary,40,1
898,899,31.99,tertiary,40,1
899,3186,13.67,tertiary,40,1
3186,3187,252.99,tertiary,40,1
3187,3250,84.37,tertiary,40,1
3250,902,17.63,tertiary,40,1
902,903,24.08,tertiary,40,1
903,904,41.02,tertiary,40,1
904,432,67.51,tertiary,40,1
432,3189,10.24,tertiary,40,1
3189,3190,26.94,tertiary,40,1
3190,3191,18.58,tertiary,40,1
3191,3192,18.66,tertiary,40,1
3192,3193,18.06,tertiary,40,1
3193,917,21.41,tertiary,40,1
917,911,22.56,tertiary,40,1
911,2908,81.03,tertiary,40,1
2908,912,82.73,tertiary,40,1
912,526,91.73,tertiary,40,1
526,1093,5.69,tertiary,40,1
1093,3555,18.65,tertiary,40,1
3555,2093,49.87,tertiary,40,1
2093,2111,59.78,tertiary,40,1
2111,1094,17.71,tertiary,40,1
1094,3547,59.88,tertiary,40,1
3547,2124,32.34,tertiary,40,1
2124,913,65.73,tertiary,40,1
913,2090,20.28,tertiary,40,1
2090,3556,34.54,tertiary,40,1
3556,531,105.59,tertiary,40,1
531,2315,9.59,tertiary,40,1
2315,3551,195.58,tertiary,40,1
3551,2888,24.61,tertiary,40,1
2888,914,8.81,tertiary,40,1
36,2057,48.92,residential,30,1
2057,2028,2.52,residential,30,1
2028,3527,3.77,residential,30,1
3527,2031,3.51,residential,30,1
2031,3526,4.57,residential,30,1
3526,3525,4.62,residential,30,1
3525,3524,4.48,residential,30,1
3524,3523,4.91,residential,30,1
3523,3522,5.44,residential,30,1
3522,2058,4.84,residential,30,1
2058,3521,6.58,residential,30,1
3521,2035,49.91,residential,30,1
2035,3520,7.25,residential,30,1
3520,3519,8.63,residential,30,1
3519,3518,6.01,residential,30,1
3518,3517,5.77,residential,30,1
3517,2019,6.1,residential,30,1
2019,2089,26.96,residential,30,1
2089,2138,55.9,residential,30,1
2138,2074,51.27,residential,30,1
2074,2073,8.77,residential,30,1
2073,2080,13.77,residential,30,1
2080,2134,22.86,residential,30,1
2134,2050,142.99,residential,30,1
1994,2027,28.02,residential,30,1
2027,2083,35.57,residential,30,1
2067,910,4.54,primary,100,0
910,1982,4.53,primary,100,0
1982,2246,4.53,primary,100,0
2246,2056,4.54,primary,100,0
2056,905,4.53,primary,100,0
905,2064,4.53,primary,100,0
2064,2077,4.53,primary,100,0
2077,2068,4.53,primary,100,0
2068,906,4.53,primary,100,0
906,2026,4.53,primary,100,0
2026,3149,2.18,primary,100,0
3149,2069,5.31,primary,100,0
2069,2042,5.31,primary,100,0
2042,2078,5.31,primary,100,0
2078,907,3.03,primary,100,0
907,1987,3.03,primary,100,0
1987,2245,4.03,primary,100,0
2245,908,4.04,primary,100,0
908,2003,4.03,primary,100,0
2003,909,3.02,primary,100,0
909,2070,3.03,primary,100,0
2070,2013,4.53,primary,100,0
2013,2067,4.53,primary,100,0
1998,2071,51.9,residential,30,1
2071,2054,25.72,residential,30,1
2048,2007,36.44,residential,30,1
2007,2037,18.69,residential,30,1
2037,2009,34.92,residential,30,1
2009,1989,25.64,residential,30,1
1985,2052,157.53,residential,30,1
1996,31,42.24,residential,30,1
2023,1981,25.48,residential,30,1
2002,2029,63.26,residential,30,1
2029,2036,133.32,residential,30,1
2004,2001,91.05,residential,30,1
2001,2040,56.16,residential,30,1
1983,2015,104.07,residential,30,1
3202,3198,15.65,residential,30,1
3198,3199,34.12,residential,30,1
3199,3200,57.31,residential,30,1
3200,3201,32.83,residential,30,1
3201,3202,43.13,residential,30,1
3202,3203,52.17,residential,30,1
3203,3204,68.3,residential,30,1
3204,3205,49.68,residential,30,1
3205,3206,55.23,residential,30,1
3206,3207,25.07,residential,30,1
3207,3197,9.03,residential,30,1
3197,2051,5.6,residential,30,1
2051,1238,116.3,residential,30,1
1990,2021,90.48,residential,30,1
1997,2052,38.81,residential,30,1
2052,2059,37.31,residential,30,1
2059,646,157.42,residential,30,1
2065,2014,301.7,residential,30,1
1987,38,38.5,primary,100,0
2070,2000,24.43,residential,30,0
2039,2076,80.46,residential,30,1
2076,29,67.16,residential,30,1
29,2047,71.79,residential,30,1
2047,1984,75.31,residential,30,1
2044,2055,418.56,residential,30,1
38,2003,38.25,primary,100,0
2049,2022,16.57,residential,30,1
2022,2038,15.25,residential,30,1
2038,2063,12.5,residential,30,1
2063,2075,8.17,residential,30,1
2075,1992,5.92,residential,30,1
1992,2017,4.11,residential,30,1
2017,2081,7.48,residential,30,1
2081,2034,12.06,residential,30,1
2034,2012,9.01,residential,30,1
2012,2020,12.03,residential,30,1
2020,2043,7.19,residential,30,1
2043,2045,12.65,residential,30,1
2045,2033,7.23,residential,30,1
2033,2025,6.24,residential,30,1
2025,1993,9.41,residential,30,1
1993,1995,33.19,residential,30,1
1995,2046,12.75,residential,30,1
2046,2018,12.94,residential,30,1
2018,2041,9.19,residential,30,1
2041,2005,6.5,residential,30,1
2005,2066,25.41,residential,30,1
2066,108,31.53,residential,30,1
912,533,146.69,residential,30,1
533,2006,134.31,residential,30,1
2130,2110,41.13,residential,30,1
2118,523,10.78,residential,30,1
523,2111,146.67,residential,30,1
2137,2124,81.44,residential,30,1
2115,2126,60.84,residential,30,1
2129,2112,46.27,residential,30,1
2120,2889,90.71,track,5,1
2889,899,10.47,track,5,1
2102,3224,18.0,residential,30,1
3224,2113,55.49,residential,30,1
2113,2106,22.4,residential,30,1
2106,2128,18.74,residential,30,1
2128,2105,16.81,residential,30,1
2105,2096,7.97,residential,30,1
2096,2108,16.19,residential,30,1
2108,2121,4.83,residential,30,1
2121,34,111.12,residential,30,1
2975,2974,179.7,residential,30,1
2974,2097,56.9,residential,30,1
2097,2135,57.88,residential,30,1
2135,2125,58.33,residential,30,1
2125,2093,112.15,residential,30,1
2087,2101,56.51,residential,30,1
2119,2114,38.28,residential,30,1
2114,2127,32.8,residential,30,1
2127,2131,50.26,residential,30,1
2131,2133,30.45,residential,30,1
2133,2098,22.53,residential,30,1
2098,2090,19.55,residential,30,1
2091,2088,46.21,residential,30,1
2088,2107,8.01,residential,30,1
2107,2084,24.2,residential,30,1
2084,2109,67.0,residential,30,1
2109,2136,41.67,residential,30,1
2136,2085,28.87,residential,30,1
2085,2104,10.17,residential,30,1
2104,2123,32.57,residential,30,1
2123,2891,81.38,residential,30,1
2891,913,14.29,residential,30,1
2180,2157,84.49,residential,30,1
2157,3708,21.64,residential,30,1
2178,2150,15.0,residential,30,1
2150,2149,5.85,residential,30,1
2149,2167,91.95,residential,30,1
2144,2388,182.91,residential,30,1
2388,2158,40.96,residential,30,1
2158,2153,115.92,residential,30,1
2175,2184,35.08,residential,30,1
2184,2165,8.17,residential,30,1
2165,2152,8.57,residential,30,1
2152,2162,34.87,residential,30,1
2176,2161,72.26,residential,30,1
2183,2151,23.65,residential,30,1
2151,2171,45.49,residential,30,1
2171,2177,46.83,residential,30,1
2177,2160,82.34,residential,30,1
2160,560,97.66,residential,30,1
2146,2170,99.4,residential,30,1
2170,534,27.74,residential,30,1
2143,2185,117.23,residential,30,1
2182,2166,9.19,residential,30,1
2166,3683,14.95,residential,30,1
3683,3693,10.53,residential,30,1
3693,2163,20.17,residential,30,1
2163,2164,18.63,residential,30,1
2164,2173,18.66,residential,30,1
2173,93,39.63,residential,30,1
2148,2168,55.6,residential,30,1
2156,2147,85.35,residential,30,1
3558,514,46.1,residential,30,1
514,2154,46.14,residential,30,1
2154,2155,15.83,residential,30,1
2155,2160,174.97,residential,30,1
145,1061,45.25,residential,30,1
1061,1063,52.15,residential,30,1
1063,4622,6.62,residential,30,1
4622,2232,28.95,residential,30,1
2232,1062,21.55,residential,30,1
1062,2226,33.11,residential,30,1
2226,2204,50.63,residential,30,1
2194,1053,54.08,residential,30,1
1053,4448,15.71,residential,30,1
4448,2797,15.71,residential,30,1
2797,4447,12.87,residential,30,1
4447,1064,12.86,residential,30,1
1064,2554,56.43,residential,30,1
2554,2549,53.51,residential,30,1
2549,4625,14.81,residential,30,1
4625,4627,14.81,residential,30,1
4627,4626,14.8,residential,30,1
4626,2191,13.62,residential,30,1
1060,4418,97.92,tertiary,70,0
4418,4417,52.59,tertiary,70,0
4417,1035,47.88,tertiary,70,0
1035,2187,89.49,tertiary,70,0
2187,4415,4.25,tertiary,70,0
4415,4416,4.24,tertiary,70,0
4416,4414,4.25,tertiary,70,0
4414,4419,4.25,tertiary,70,0
4419,4413,4.9,tertiary,70,0
4413,4422,5.13,tertiary,70,0
4422,4412,5.37,tertiary,70,0
4412,4420,5.12,tertiary,70,0
4420,4411,5.22,tertiary,70,0
4411,4410,5.95,tertiary,70,0
4410,4409,3.41,tertiary,70,0
4409,2198,3.81,tertiary,70,0
2198,2209,102.09,tertiary,70,0
2209,4391,53.68,tertiary,70,0
4391,4390,28.55,tertiary,70,0
4390,4392,25.9,tertiary,70,0
4392,291,25.75,tertiary,70,0
291,441,4.75,tertiary,70,0
441,4389,27.67,tertiary,70,0
4389,4384,5.38,tertiary,70,0
4384,4387,5.38,tertiary,70,0
4387,4385,5.39,tertiary,70,0
4385,4388,5.38,tertiary,70,0
4388,4382,4.56,tertiary,70,0
4382,4383,5.0,tertiary,70,0
4383,4380,5.0,tertiary,70,0
4380,4381,5.01,tertiary,70,0
4381,2366,10.95,tertiary,70,0
149,2225,24.83,residential,30,1
2225,2220,43.51,residential,30,1
2220,2223,38.07,residential,30,1
2223,2240,28.14,residential,30,1
2240,2221,12.73,residential,30,1
2221,2545,7.38,residential,30,1
2545,2237,7.53,residential,30,1
2237,2228,44.49,residential,30,1
2228,2218,25.49,residential,30,1
2218,2222,8.07,residential,30,1
2222,2210,16.88,residential,30,1
2210,2213,52.01,residential,30,1
150,2234,29.15,residential,30,1
2234,278,21.98,residential,30,1
278,2244,5.05,residential,30,1
2244,2219,2.38,residential,30,1
2219,2211,53.72,residential,30,1
2211,1792,30.49,residential,30,1
1792,2231,24.65,residential,30,1
2231,2241,58.36,residential,30,1
2545,2558,5.67,residential,20,1
2558,2230,22.52,residential,20,1
2230,2556,54.7,residential,20,1
2000,1982,25.34,residential,30,0
38,117,35.84,primary,100,1
117,37,86.77,primary,100,1
37,36,147.2,primary,100,1
36,697,101.11,primary,100,1
697,609,37.41,primary,100,1
609,613,118.55,primary,100,1
613,35,51.71,primary,100,1
35,2110,41.88,primary,100,1
2110,34,51.08,primary,100,1
3052,1730,31.06,secondary,40,1
1730,1692,30.85,secondary,40,1
1692,137,37.71,secondary,40,1
137,1672,74.51,secondary,40,1
1672,440,68.12,secondary,40,1
440,2338,10.54,secondary,40,1
2338,439,15.35,secondary,40,1
439,2613,28.98,secondary,40,1
2613,2344,74.76,secondary,40,1
2344,66,2.96,secondary,40,1
66,62,58.74,secondary,40,1
62,2899,24.5,secondary,40,1
2899,2214,8.36,secondary,40,1
2214,56,28.35,secondary,40,1
56,136,30.36,secondary,40,1
136,2377,76.9,secondary,40,1
2377,1778,71.03,secondary,40,1
1778,85,18.76,secondary,40,1
85,1650,32.7,secondary,40,1
1650,3060,26.91,secondary,40,1
3060,3062,9.5,secondary,40,1
3062,1651,19.25,secondary,40,1
1651,1086,40.86,secondary,40,1
1086,77,37.79,secondary,40,1
77,1799,57.65,secondary,40,1
1799,1786,29.35,secondary,40,1
1786,1068,18.46,secondary,40,1
1068,1661,44.51,secondary,40,1
1661,1049,48.14,secondary,40,1
1049,443,12.56,secondary,40,1
443,78,46.11,secondary,40,1
78,2238,71.99,secondary,40,1
2238,79,14.62,secondary,40,1
79,1773,44.06,secondary,40,1
1773,2651,38.36,secondary,40,1
2651,3069,20.27,secondary,40,1
3069,2628,40.92,secondary,40,1
2628,80,30.41,secondary,40,1
80,3082,19.83,secondary,40,1
3082,82,26.68,secondary,40,1
82,2649,42.04,secondary,40,1
2649,1749,67.23,secondary,40,1
1749,2681,34.71,secondary,40,1
2681,84,48.49,secondary,40,1
84,2600,50.14,secondary,40,1
2600,135,49.44,secondary,40,1
135,2631,9.01,secondary,40,1
2631,2687,36.55,secondary,40,1
2271,2274,27.28,unclassified,50,1
2274,2294,183.59,unclassified,50,1
2294,2257,8.69,unclassified,50,1
2257,2296,8.76,unclassified,50,1
2296,2298,4.11,unclassified,50,1
2298,2292,4.81,unclassified,50,1
2292,2281,12.19,unclassified,50,1
2281,2273,4.75,unclassified,50,1
2273,2282,7.26,unclassified,50,1
2282,2289,4.4,unclassified,50,1
2289,2276,26.53,unclassified,50,1
2276,2302,3.0,unclassified,50,1
2302,2277,3.85,unclassified,50,1
2277,2264,16.92,unclassified,50,1
2285,2283,64.56,unclassified,50,1
2283,2284,28.7,unclassified,50,1
2284,2263,9.71,unclassified,50,1
2263,2269,4.85,unclassified,50,1
2269,2291,4.97,unclassified,50,1
2291,2293,52.2,unclassified,50,1
2293,2278,17.02,unclassified,50,1
2278,2259,10.16,unclassified,50,1
2259,2297,26.84,unclassified,50,1
2297,2300,13.97,unclassified,50,1
2300,2268,12.4,unclassified,50,1
2268,2295,9.14,unclassified,50,1
2295,2286,100.69,unclassified,50,1
2299,2265,9.09,unclassified,50,1
2265,2275,12.93,unclassified,50,1
2275,3262,126.46,unclassified,50,1
3262,2287,17.93,unclassified,50,1
2287,2288,26.61,unclassified,50,1
2288,2262,34.09,unclassified,50,1
2262,2279,37.92,unclassified,50,1
2279,2290,56.93,unclassified,50,1
2290,156,235.59,unclassified,50,1
2261,2270,325.76,unclassified,50,1
2270,2256,274.01,unclassified,50,1
2256,2260,5.39,unclassified,50,1
2260,3076,10.25,unclassified,50,1
2267,2272,164.99,unclassified,50,1
2310,2312,72.69,service,10,1
2312,2311,67.17,service,10,1
2311,620,12.07,service,10,1
1118,2065,152.07,track,5,1
2060,2082,228.66,residential,30,1
2082,2321,47.13,residential,30,1
2321,2327,72.33,residential,30,1
2327,2319,13.6,residential,30,1
2319,2326,162.61,residential,30,1
2326,2329,223.53,residential,30,1
2329,2322,164.37,residential,30,1
2322,2328,201.13,residential,30,1
2328,2320,29.68,residential,30,1
2320,2325,28.82,residential,30,1
2325,2323,54.16,residential,30,1
2323,2324,23.5,residential,30,1
1182,3479,83.87,residential,30,1
3479,3478,8.07,residential,30,1
3478,3482,7.96,residential,30,1
3482,3477,8.85,residential,30,1
3477,2332,9.88,residential,30,1
2332,471,67.46,residential,30,1
471,3473,90.57,residential,30,1
3473,3474,60.22,residential,30,1
3474,3475,112.24,residential,30,1
3475,3476,43.81,residential,30,1
3476,2386,97.87,residential,30,1
2362,4404,3.31,residential,30,1
4404,4405,3.31,residential,30,1
4405,4403,3.31,residential,30,1
4403,4402,3.31,residential,30,1
4402,4406,3.31,residential,30,1
4406,4399,3.31,residential,30,1
4399,4400,3.31,residential,30,1
4400,4401,3.31,residential,30,1
4401,4407,15.32,residential,30,1
4407,275,23.25,residential,30,1
275,1600,53.11,residential,30,1
2342,2306,96.64,residential,30,1
2306,2309,5.86,residential,30,1
2309,2305,21.89,residential,30,1
2305,2307,27.79,residential,30,1
2307,2308,9.46,residential,30,1
2308,1906,8.72,residential,30,1
1906,1907,21.56,residential,30,1
1907,681,26.98,residential,30,1
681,1908,66.69,residential,30,1
2355,2356,114.49,residential,30,1
2356,421,117.87,residential,30,1
2366,4376,7.04,tertiary,40,0
4376,4375,7.04,tertiary,40,0
4375,4379,7.03,tertiary,40,0
4379,4377,4.26,tertiary,40,0
4377,4378,4.26,tertiary,40,0
4378,4374,4.25,tertiary,40,0
4374,4373,4.26,tertiary,40,0
4373,4394,4.25,tertiary,40,0
4394,4393,12.46,tertiary,40,0
4393,2537,15.4,tertiary,40,0
2537,3179,6.81,tertiary,40,0
3179,4371,44.32,tertiary,40,0
4371,4372,47.44,tertiary,40,0
4372,2361,42.6,tertiary,40,0
2361,4502,33.17,tertiary,40,0
4502,4494,29.18,tertiary,40,0
4494,4492,29.16,tertiary,40,0
4492,4408,8.7,tertiary,40,0
4408,2362,15.54,tertiary,40,0
2362,4398,2.73,tertiary,40,0
4398,4395,5.06,tertiary,40,0
4395,4396,5.06,tertiary,40,0
4396,4397,5.06,tertiary,40,0
4397,284,56.89,tertiary,40,0
284,286,11.45,tertiary,40,0
286,2367,47.02,tertiary,40,0
2367,4434,115.44,tertiary,40,0
4434,4435,9.84,tertiary,40,0
4435,4428,10.56,tertiary,40,0
4428,2363,60.6,tertiary,40,0
2363,4423,71.91,tertiary,40,0
4423,3122,68.41,tertiary,40,0
3122,20,13.05,tertiary,40,0
20,4427,5.41,tertiary,40,0
4427,3120,8.99,tertiary,40,0
3120,4424,8.99,tertiary,40,0
4424,3121,8.99,tertiary,40,0
3121,3123,8.98,tertiary,40,0
3123,2875,9.35,tertiary,40,0
2380,2375,88.04,tertiary,70,1
2375,4222,295.54,tertiary,70,1
4222,2264,421.8,tertiary,70,1
2264,2858,15.46,tertiary,70,1
2858,815,36.56,tertiary,70,1
815,816,256.09,tertiary,70,1
2374,2371,94.11,tertiary,70,1
2371,855,148.3,tertiary,70,1
855,153,4.84,tertiary,70,1
153,856,287.59,tertiary,70,1
856,152,114.79,tertiary,70,1
152,3151,163.86,tertiary,70,1
3151,3152,248.55,tertiary,70,1
2388,2391,434.5,residential,30,1
2391,3385,2.87,residential,30,1
3385,3386,58.36,residential,30,1
3386,3387,58.14,residential,30,1
3387,3384,108.66,residential,30,1
3384,2382,174.41,residential,30,1
2396,3705,20.9,residential,30,1
3705,2403,52.98,residential,30,1
2403,2397,36.0,residential,30,1
2397,2398,14.72,residential,30,1
2398,2401,68.58,residential,30,1
2408,2431,33.4,residential,30,1
2431,2428,39.56,residential,30,1
2428,2425,34.28,residential,30,1
2425,225,31.35,residential,30,1
225,2420,37.96,residential,30,1
2420,2417,37.99,residential,30,1
